一一	对应:829	回复:705	一一:542	介绍:318	列举:308	解答:225	道来:135
一一一	一:542
数据结	构:4590	构与算法:578	构和算法:540
数据结构	与算法:578	和算法:540
数据统	计:1096
数据维	度:101
数据脱	敏:256
数据获	取:185
数据表	明:418	现:204
数据规	模:106
数据记	录:172
数据访	问:113
数据说	明:100
数据质	量:367
数据资	料:117
数据转	换:113
数据迁	移:126
数据运	营:263
数据透	视表:369
数据透视	表:369
数据采	集:755
数据量	大:199
数据链	路层:115
数据链路	层:115
数据集	中:235
数据预	处理:197
数据预处	理:197
数据驱	动:664
数据验	证:114
数最	多:112
数理	化:628	统计:403	基础:274	逻辑:206	化生:116	金融:106
数理化	生:116
数理基	础:274
数理统	计:403
数理逻	辑:206
数理金	融:106
数百	万:706	年:581	个:322	人:318	名:161	万人:124	万年:118	种:114
数百万	人:124	年:118
数目	字:143
数码	相机:744	产品:588	宝贝:320	时代:202	单反:134	变焦:134
数码产	品:588
数码单	反:134
数码变	焦:134
数码宝	贝:320
数码时	代:202
数码相	机:744
数过	来:113
数量	级:1670	上:772	多:663	关系:499	少:460	有限:411	最多:401	庞大:379	和质量:333	比:185	较少:171	巨大:167	较多:157	太少:149	限制:148
数量关	系:499
数量和	质量:333
数量和质	量:333
数量太	少:149
数量巨	大:167
数量庞	大:379
数量最	多:401
数量有	限:411
数量较	少:171	多:157
数量限	制:148
数额	较大:208	巨大:165
数额巨	大:165
数额较	大:208
敲了	敲:129
敲代	码:616
敲出	来:183
敲响	了:155	了警钟:111
敲响了	警钟:111
敲响了警	钟:111
敲开	了:153
敲诈	勒索:254
敲诈勒	索:254
敲重	点:145
敲锣	打鼓:147
敲锣打	鼓:147
敲键	盘:294
敲门	砖:1432	声:278
敲黑	板:898
整一	个:393
整个	人:3655	过程:3247	世界:2425	行业:1773	人都:1448	故事:1406	系统:848	国家:739	欧洲:557	系列:477	地球:434	空间:415	学校:410	体系:316	页面:212	人都不好了:210	产业链:197	网络:142	太阳系:130	村子:122	银河系:112	宿舍:105	夏天:104	小区:102	链条:102	屋子:100
整个世	界:2425
整个产	业链:197
整个产业	链:197
整个人	都:1448	都不好了:210
整个人都	不好了:210
整个体	系:316
整个国	家:739
整个地	球:434
整个夏	天:104
整个太	阳系:130
整个太阳	系:130
整个学	校:410
整个宿	舍:105
整个小	区:102
整个屋	子:100
整个故	事:1406
整个村	子:122
整个欧	洲:557
整个空	间:415
整个系	统:848	列:477
整个网	络:142
整个行	业:1773
整个过	程:3247
整个银	河系:112
整个银河	系:112
整个链	条:102
整个页	面:212
整了	个:217
整件	事:264	事情:240
整件事	情:240
整体	上:2480	性:1012	来看:886	而言:706	感觉:500	实力:482	结构:397	素质:255	感:247	规划:230	环境:203	色调:153	布局:137	利益:117	经济:110	协调:109
整体利	益:117
整体协	调:109
整体实	力:482
整体布	局:137
整体感	觉:500
整体来	看:886
整体环	境:203
整体素	质:255
整体经	济:110
整体结	构:397
整体而	言:706
整体色	调:153
整体规	划:230
整出	来:279
整句	话:315
整合	了:697	到:497	资源:235	成:210	营销:122
整合营	销:122
整合资	源:235
整场	比赛:471
整场比	赛:471
整夜	整夜:118
整夜整	夜:118
整座	城市:205
整座城	市:205
整张	专辑:754	脸:235
整张专	辑:754
整形	医院:170	手术:138	医生:112	外科:112
整形医	院:170	生:112
整形外	科:112
整形手	术:138
整支	球队:130
整支球	队:130
整数	倍:229
整整	齐齐:593	一年:308	一天:140	十年:139	一个月:117	三年:113	两年:109
整整一	年:308	天:140	个月:117
整整一个	月:117
整整三	年:113
整整两	年:109
整整十	年:139
整整齐	齐:593
整明	白:139
整本	书:1263
整条	街:145
整栋	楼:213
整洁	的:195
整流	罩:235
整理	了:4027	的:3246	好:1664	出来:1310	出:1293	一下:926	成:833	了一下:647	了一份:400	错题:331	到:305	完:229	一些:189	后:188	的资料:128	得:127	整理:122	归纳:118
整理一	下:926	些:189
整理了	一下:647	一份:400
整理了一	下:647	份:400
整理出	来:1310
整理归	纳:118
整理整	理:122
整理的	资料:128
整理的资	料:128
整理错	题:331
整篇	文章:613
整篇文	章:613
整装	待发:123
整装待	发:123
整车	厂:250
整部	电影:1127	剧:438	影片:354	作品:343	片子:169
整部作	品:343
整部影	片:354
整部片	子:169
整部电	影:1127
整面	墙:105
整首	歌:1147	曲子:131
整首曲	子:131
整齐	的:453	划一:339
整齐划	一:339
敷衍	了事:358
敷衍了	事:358
敷面	膜:145
文不	对题:382
文不对	题:382
文中	提到:609	说:146	观点:102
文中提	到:609
文中观	点:102
文书	材料:161	写作:150
文书写	作:150
文书材	料:161
文人	墨客:180	画:131	相轻:129
文人墨	客:180
文人相	轻:129
文件	夹:3420	的:1444	中:985	系统:886	名:639	格式:542	管理:428	夹里:340	夹中:293	和:292	大小:223	内容:189	存储:183	传输:174	夹下:160	类型:156	管理器:128	共享:123	上传:122	时:120	导入:118	后:109
文件上	传:122
文件传	输:174
文件共	享:123
文件内	容:189
文件大	小:223
文件夹	里:340	中:293	下:160
文件存	储:183
文件导	入:118
文件格	式:542
文件管	理:428	理器:128
文件管理	器:128
文件类	型:156
文件系	统:886
文具	店:161
文创	产品:154
文创产	品:154
文化	课:950	产业:850	上:790	差异:662	背景:658	水平:543	底蕴:485	人:458	产品:385	氛围:364	圈:342	自信:334	符号:330	传统:319	交流:315	史:312	程度:278	素养:274	遗产:273	传承:268	内涵:268	部:258	传播:256	中心:255	艺术:229	知识:179	界:171	娱乐:165	环境:165	领域:164	的影响:164	大革命:162	教育:157	创意产业:156	价值:148	生活:148	活动:137	产业管理:126	入侵:123	发展:121	因素:120	素质:116	的发展:116	体系:114	课成绩:113	传媒:107	建设:103	冲突:102	修养:101
文化中	心:255
文化交	流:315
文化产	业:850	品:385	业管理:126
文化产业	管理:126
文化价	值:148
文化传	统:319	承:268	播:256	媒:107
文化体	系:114
文化修	养:101
文化入	侵:123
文化内	涵:268
文化冲	突:102
文化创	意产业:156
文化创意	产业:156
文化发	展:121
文化因	素:120
文化大	革命:162
文化大革	命:162
文化娱	乐:165
文化差	异:662
文化底	蕴:485
文化建	设:103
文化教	育:157
文化氛	围:364
文化水	平:543
文化活	动:137
文化环	境:165
文化生	活:148
文化的	影响:164	发展:116
文化的发	展:116
文化的影	响:164
文化知	识:179
文化程	度:278
文化符	号:330
文化素	养:274	质:116
文化背	景:658
文化自	信:334
文化艺	术:229
文化课	成绩:113
文化课成	绩:113
文化遗	产:273
文化领	域:164
文史	哲:362	类:122
文在	寅:167
文天	祥:343
文字	游戏:749	内容:540	版:383	功底:283	识别:283	学:251	狱:246	说明:233	排版:212	记载:165	工作者:157	材料:152	编辑:148	和图片:148	表达能力:123	稿:120	转语音:119	表述:100
文字内	容:540
文字功	底:283
文字和	图片:148
文字和图	片:148
文字工	作者:157
文字工作	者:157
文字排	版:212
文字材	料:152
文字游	戏:749
文字编	辑:148
文字表	达能力:123	述:100
文字表达	能力:123
文字记	载:165
文字识	别:283
文字说	明:233
文字转	语音:119
文字转语	音:119
文学	作品:2403	家:836	史:747	性:719	创作:533	院:398	理论:392	界:358	史上:336	类:322	艺术:303	奖:300	素养:284	批评:213	系:189	名著:170	评论:140	爱好者:138	部:123	功底:112	常识:102	大师:100
文学作	品:2403
文学创	作:533
文学功	底:112
文学史	上:336
文学名	著:170
文学大	师:100
文学常	识:102
文学批	评:213
文学爱	好者:138
文学爱好	者:138
文学理	论:392
文学素	养:284
文学艺	术:303
文学评	论:140
文官	集团:176
文官集	团:176
文少	玲:104
文工	团:166
文心	雕龙:105
文心雕	龙:105
文成	公主:123
文成公	主:123
文无	第一:236
文无第	一:236
文明	社会:271	程度:215	人:204	史:192	古国:155	的发展:138
文明古	国:155
文明的	发展:138
文明的发	展:138
文明社	会:271
文明程	度:215
文景	之治:126
文景之	治:126
文本	框:450	编辑器:233	分类:204	文件:157	编辑:124	分析:111	量:103	信息:103
文本信	息:103
文本分	类:204	析:111
文本文	件:157
文本编	辑器:233	辑:124
文本编辑	器:233
文格	勒:105
文案	策划:295	写作:117
文案写	作:117
文案策	划:295
文档	中:464	里:220	格式:128	流:126
文档格	式:128
文森	特:540
文武	双全:213	百官:115
文武双	全:213
文武百	官:115
文殊	院:112
文治	武功:101
文治武	功:101
文物	保护:182
文物保	护:182
文献	综述:459	资料:326	记载:257	阅读:236	检索:184	学:162	报道:116
文献报	道:116
文献检	索:184
文献综	述:459
文献记	载:257
文献资	料:326
文献阅	读:236
文班	亚马:181
文班亚	马:181
文理	学院:630	科:259	分科:114
文理分	科:114
文理学	院:630
文科	生:1836	专业:487	类:340	班:167	类专业:119
文科专	业:487
文科类	专业:119
文科类专	业:119
文章	内容:799	来源:244	末尾:173	中提到:171	发表:164	的结构:126	主题:118	主旨:116	的作者:104
文章中	提到:171
文章中提	到:171
文章主	题:118	旨:116
文章内	容:799
文章发	表:164
文章末	尾:173
文章来	源:244
文章的	结构:126	作者:104
文章的作	者:104
文章的结	构:126
文笔	好:232	不好:193
文笔不	好:193
文绉	绉的:102
文绉绉	的:102
文职	人员:152
文职人	员:152
文艺	复兴:1340	片:1143	青年:1072	作品:781	复兴时期:509	范:218	界:199	气息:191	女青年:189	创作:158	工作者:143	范儿:117	理论:110	小清新:106
文艺作	品:781
文艺创	作:158
文艺复	兴:1340	兴时期:509
文艺复兴	时期:509
文艺女	青年:189
文艺女青	年:189
文艺小	清新:106
文艺小清	新:106
文艺工	作者:143
文艺工作	者:143
文艺气	息:191
文艺理	论:110
文艺范	儿:117
文艺青	年:1072
文言	文:1979	文阅读:121
文言文	阅读:121
文言文阅	读:121
文质	彬彬:261
文质彬	彬:261
文采	斐然:115
文采斐	然:115
文革	时期:110
文革时	期:110
斐波	那契数列:139	那契:132
斐波那	契数列:139	契:132
斐波那契	数列:139
斑马	线:269	鱼:105
斑鬣	狗:151
斗不	过:241
斗争	中:392
斗兽	场:155
斗地	主:615
斗志	昂扬:207
斗志昂	扬:207
斗战	神:208	胜佛:118
斗战胜	佛:118
斗智	斗勇:816
斗智斗	勇:816
斗牛	士:105
斗破	苍穹:139
斗破苍	穹:139
斗罗	大陆:200
斗罗大	陆:200
斗转	星移:155
斗转星	移:155
料理	机:289	包:176
斜坡	上:107
斜对	面:166
斜挎	包:111
斜方	肌:1015
斜杠	青年:144
斜杠青	年:144
斟酌	一下:114
斟酌一	下:114
斤斤	计较:421
斤斤计	较:421
斥巨	资:214
斧头	帮:109
斩草	除根:168
斩草除	根:168
斩钉	截铁:353
斩钉截	铁:353
斩魄	刀:209
断了	联系:121
断了联	系:121
断人	财路:108
断人财	路:108
断代	史:188
断壁	残垣:100
断壁残	垣:100
断头	台:249
断子	绝孙:166
断子绝	孙:166
断崖	式下跌:231	式:171
断崖式	下跌:231
断崖式下	跌:231
断掉	了:142
断断	续续:1851	续续地:142
断断续	续:1851	续地:142
断断续续	地:142
断桥	铝:174
断然	拒绝:140
断然拒	绝:140
断章	取义:1038
断章取	义:1038
断绝	了:288	关系:172
断绝关	系:172
断背	山:153
断舍	离:393
断路	器:184
斯佳	丽:302
斯内	德:505	普:268
斯卡	洛尼:232	拉:116
斯卡洛	尼:232
斯嘉	丽:1257
斯图	尔特:305	加特:187
斯图加	特:187
斯图尔	特:305
斯坦	福:2013	福大学:896	利:231	索姆:196	因:176	尼康:131	福桥:102
斯坦尼	康:131
斯坦福	大学:896	桥:102
斯坦福大	学:896
斯坦索	姆:196
斯堪	的纳维亚:153
斯堪的	纳维亚:153
斯堪的纳	维亚:153
斯塔	克:587	尔:108
斯大	林:1394	林格勒:146
斯大林	格勒:146
斯大林格	勒:146
斯威	夫特:202
斯威夫	特:202
斯宾	诺莎:740	塞:231
斯宾诺	莎:740
斯巴	达:1099	鲁:300	达人:240
斯巴达	人:240
斯德	哥尔摩:555
斯德哥	尔摩:555
斯德哥尔	摩:555
斯托	克顿:510	克:156
斯托克	顿:510
斯拉	夫:380	夫人:321	夫语:163
斯拉夫	人:321	语:163
斯摩	格:156
斯柯	达:863
斯沃	琪:128	琪集团:103
斯沃琪	集团:103
斯沃琪集	团:103
斯洛	文尼亚:509	伐克:194
斯洛伐	克:194
斯洛文	尼亚:509
斯洛文尼	亚:509
斯派	克:138
斯特	林:445	拉:216	恩:190	拉文斯基:178	兰奇:107
斯特兰	奇:107
斯特拉	文斯基:178
斯特拉文	斯基:178
斯玛	特:166
斯皮	尔伯格:956
斯皮尔	伯格:956
斯皮尔伯	格:956
斯科	特:900	尔斯:438	塞斯:289	拉里:197	拉:120
斯科塞	斯:289
斯科尔	斯:438
斯科拉	里:197
斯芬	克斯:120
斯芬克	斯:120
斯莫	林:180
斯莱	特林:116
斯莱特	林:116
斯蒂	芬:545
斯诺	克:635	登:113	德:112
斯里	兰卡:622
斯里兰	卡:622
斯雷	因:112
新一	代:2280	轮:1294	代的:757	线城市:315	届:142	年:136	波:115
新一代	的:757
新一线	城市:315
新一线城	市:315
新三	板:599
新上	市:170	任:168
新专	辑:1230
新世	界:1867	纪:859	界的大门:446	代:207	纪福音战士:181
新世界	的大门:446
新世界的	大门:446
新世纪	福音战士:181
新世纪福	音战士:181
新业	务:555	态:118
新东	方:3156	西:1120	家:164	方在线:131
新东方	在线:131
新东方在	线:131
新中	国:1225	式:246	国成立后:230	国成立:187
新中国	成立后:230	成立:187
新中国成	立后:230	立:187
新主	机:199
新乐	队:100
新买	的:491
新事	物:768
新产	品:1986	品开发:134	业:125
新产品	开发:134
新产品开	发:134
新京	报:383
新人	物:268	类:208	奖:120	培训:102
新人培	训:102
新任	务:185
新体	验:171
新作	品:456
新信	息:225
新修	版:211
新元	素:315
新入	行:168	坑:151
新公	司:1076
新兰	党:132
新兴	的:1260	市场:416	行业:409	产业:291	技术:149	国家:117	领域:114	经济体:105
新兴产	业:291
新兴国	家:117
新兴市	场:416
新兴技	术:149
新兴经	济体:105
新兴经济	体:105
新兴行	业:409
新兴领	域:114
新兵	蛋子:120
新兵蛋	子:120
新内	容:541
新农	合:143
新冠	病毒:1296	疫情:965	肺炎:652	疫苗:474	肺炎疫情:153	患者:117
新冠患	者:117
新冠疫	情:965	苗:474
新冠病	毒:1296
新冠肺	炎:652	炎疫情:153
新冠肺炎	疫情:153
新出	现:256
新制	度:152
新剧	场版:384
新剧场	版:384
新功	能:1163
新加	坡:5990	坡国立大学:275	入的:261	坡人:132	坡政府:118
新加入	的:261
新加坡	国立大学:275	人:132	政府:118
新加坡国	立大学:275
新加坡政	府:118
新动	态:106
新势	力:432
新千	年:154
新华	书店:1134	社:541	字典:268	网:265
新华书	店:1134
新华字	典:268
新单	位:289
新南	威尔士大学:128
新南威	尔士大学:128
新南威尔	士大学:128
新发	现:726	布:206	行:166	明:136	展:124
新变	化:196
新古	典:503	典主义:280	典经济学:144
新古典	主义:280	经济学:144
新古典主	义:280
新古典经	济学:144
新台	币:222
新史	学:103
新同	学:209
新名	词:190
新员	工:799
新品	牌:411	种:295	发布会:109
新品发	布会:109
新品发布	会:109
新唐	书:580
新四	军:151
新国	标:199
新地	图:204	址:107
新场	景:101
新型	冠状病毒肺炎:945	的:655	冠状病毒:399	冠状病毒感染的:211	冠状病毒感染:142
新型冠	状病毒肺炎:945	状病毒:399	状病毒感染的:211	状病毒感染:142
